sample_id,match_id,source_url,focus_athlete_id,partner_athlete_id,bundle_id,bundle_index,bundle_size,source_event_index,source_label,source_key,criterion_event_index,criterion_label,criterion_type,criterion_ts,frame_ts,frame_offset,response_event_index,response_label,response_key,leaf_label,family_label,category_label,visual_leaf_label,visual_family_label,visual_category_label,visual_label_collapsed,taxonomy_path
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0018_w0010_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,0,6,17,Closed Guard,closed guard,18,Armbar Attempt,submission,1281.0,1281.0,0.0,24,Half Guard,half guard,armbar attempt,armbar attempt,submission,armbar,arm-lock,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0018_w0010_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,0,6,17,Closed Guard,closed guard,18,Armbar Attempt,submission,1281.0,1281.3,0.3,24,Half Guard,half guard,armbar attempt,armbar attempt,submission,armbar,arm-lock,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0018_w0010_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,0,6,17,Closed Guard,closed guard,18,Armbar Attempt,submission,1281.0,1281.6,0.6,24,Half Guard,half guard,armbar attempt,armbar attempt,submission,armbar,arm-lock,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0019_w0011_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,1,6,17,Closed Guard,closed guard,19,Triangle Attempt,submission,1326.0,1325.4,-0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0019_w0011_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,1,6,17,Closed Guard,closed guard,19,Triangle Attempt,submission,1326.0,1325.7,-0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0019_w0011_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,1,6,17,Closed Guard,closed guard,19,Triangle Attempt,submission,1326.0,1326.0,0.0,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0019_w0011_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,1,6,17,Closed Guard,closed guard,19,Triangle Attempt,submission,1326.0,1326.3,0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0019_w0011_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,1,6,17,Closed Guard,closed guard,19,Triangle Attempt,submission,1326.0,1326.6,0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0020_w0012_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,2,6,17,Closed Guard,closed guard,20,Triangle Attempt,submission,1334.0,1333.4,-0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0020_w0012_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,2,6,17,Closed Guard,closed guard,20,Triangle Attempt,submission,1334.0,1333.7,-0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0020_w0012_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,2,6,17,Closed Guard,closed guard,20,Triangle Attempt,submission,1334.0,1334.0,0.0,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0020_w0012_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,2,6,17,Closed Guard,closed guard,20,Triangle Attempt,submission,1334.0,1334.3,0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0020_w0012_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,2,6,17,Closed Guard,closed guard,20,Triangle Attempt,submission,1334.0,1334.6,0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0021_w0013_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,3,6,17,Closed Guard,closed guard,21,Triangle Attempt,submission,1358.0,1357.4,-0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0021_w0013_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,3,6,17,Closed Guard,closed guard,21,Triangle Attempt,submission,1358.0,1357.7,-0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0021_w0013_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,3,6,17,Closed Guard,closed guard,21,Triangle Attempt,submission,1358.0,1358.0,0.0,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0021_w0013_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,3,6,17,Closed Guard,closed guard,21,Triangle Attempt,submission,1358.0,1358.3,0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0021_w0013_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,3,6,17,Closed Guard,closed guard,21,Triangle Attempt,submission,1358.0,1358.6,0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0022_w0014_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,4,6,17,Closed Guard,closed guard,22,Triangle Attempt,submission,1377.0,1376.4,-0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0022_w0014_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,4,6,17,Closed Guard,closed guard,22,Triangle Attempt,submission,1377.0,1376.7,-0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0022_w0014_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,4,6,17,Closed Guard,closed guard,22,Triangle Attempt,submission,1377.0,1377.0,0.0,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0022_w0014_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,4,6,17,Closed Guard,closed guard,22,Triangle Attempt,submission,1377.0,1377.3,0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0022_w0014_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,4,6,17,Closed Guard,closed guard,22,Triangle Attempt,submission,1377.0,1377.6,0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0023_w0015_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,5,6,17,Closed Guard,closed guard,23,Triangle Attempt,submission,1417.0,1416.4,-0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0023_w0015_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,5,6,17,Closed Guard,closed guard,23,Triangle Attempt,submission,1417.0,1416.7,-0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0023_w0015_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,5,6,17,Closed Guard,closed guard,23,Triangle Attempt,submission,1417.0,1417.0,0.0,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0023_w0015_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,5,6,17,Closed Guard,closed guard,23,Triangle Attempt,submission,1417.0,1417.3,0.3,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0023_w0015_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:17:24,5,6,17,Closed Guard,closed guard,23,Triangle Attempt,submission,1417.0,1417.6,0.6,24,Half Guard,half guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0025_w0016_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:24:26,0,1,24,Half Guard,half guard,25,Snatch Single Leg Takedown,transition,1538.0,1537.4,-0.6,26,Guillotine Attempt,guillotine attempt,snatch single leg takedown,snatch single leg takedown,transition,snatch single leg takedown,snatch single leg takedown,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0025_w0016_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:24:26,0,1,24,Half Guard,half guard,25,Snatch Single Leg Takedown,transition,1538.0,1537.7,-0.3,26,Guillotine Attempt,guillotine attempt,snatch single leg takedown,snatch single leg takedown,transition,snatch single leg takedown,snatch single leg takedown,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0025_w0016_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:24:26,0,1,24,Half Guard,half guard,25,Snatch Single Leg Takedown,transition,1538.0,1538.0,0.0,26,Guillotine Attempt,guillotine attempt,snatch single leg takedown,snatch single leg takedown,transition,snatch single leg takedown,snatch single leg takedown,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0025_w0016_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:24:26,0,1,24,Half Guard,half guard,25,Snatch Single Leg Takedown,transition,1538.0,1538.3,0.3,26,Guillotine Attempt,guillotine attempt,snatch single leg takedown,snatch single leg takedown,transition,snatch single leg takedown,snatch single leg takedown,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0025_w0016_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:24:26,0,1,24,Half Guard,half guard,25,Snatch Single Leg Takedown,transition,1538.0,1538.6,0.6,26,Guillotine Attempt,guillotine attempt,snatch single leg takedown,snatch single leg takedown,transition,snatch single leg takedown,snatch single leg takedown,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0032_w0017_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,0,2,31,Sweep,sweep,32,Snap Down / Front Headlock,submission,1724.0,1723.4,-0.6,34,Guillotine Attempt,guillotine attempt,snap down front headlock,snap down front headlock,submission,snap down front headlock,snap down front headlock,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0032_w0017_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,0,2,31,Sweep,sweep,32,Snap Down / Front Headlock,submission,1724.0,1723.7,-0.3,34,Guillotine Attempt,guillotine attempt,snap down front headlock,snap down front headlock,submission,snap down front headlock,snap down front headlock,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0032_w0017_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,0,2,31,Sweep,sweep,32,Snap Down / Front Headlock,submission,1724.0,1724.0,0.0,34,Guillotine Attempt,guillotine attempt,snap down front headlock,snap down front headlock,submission,snap down front headlock,snap down front headlock,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0032_w0017_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,0,2,31,Sweep,sweep,32,Snap Down / Front Headlock,submission,1724.0,1724.3,0.3,34,Guillotine Attempt,guillotine attempt,snap down front headlock,snap down front headlock,submission,snap down front headlock,snap down front headlock,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0032_w0017_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,0,2,31,Sweep,sweep,32,Snap Down / Front Headlock,submission,1724.0,1724.6,0.6,34,Guillotine Attempt,guillotine attempt,snap down front headlock,snap down front headlock,submission,snap down front headlock,snap down front headlock,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0033_w0018_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,1,2,31,Sweep,sweep,33,Takedown Defense,transition,1731.0,1730.4,-0.6,34,Guillotine Attempt,guillotine attempt,takedown defense,takedown defense,transition,takedown defense,takedown defense,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0033_w0018_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,1,2,31,Sweep,sweep,33,Takedown Defense,transition,1731.0,1730.7,-0.3,34,Guillotine Attempt,guillotine attempt,takedown defense,takedown defense,transition,takedown defense,takedown defense,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0033_w0018_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,1,2,31,Sweep,sweep,33,Takedown Defense,transition,1731.0,1731.0,0.0,34,Guillotine Attempt,guillotine attempt,takedown defense,takedown defense,transition,takedown defense,takedown defense,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0033_w0018_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,1,2,31,Sweep,sweep,33,Takedown Defense,transition,1731.0,1731.3,0.3,34,Guillotine Attempt,guillotine attempt,takedown defense,takedown defense,transition,takedown defense,takedown defense,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0033_w0018_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:31:34,1,2,31,Sweep,sweep,33,Takedown Defense,transition,1731.0,1731.6,0.6,34,Guillotine Attempt,guillotine attempt,takedown defense,takedown defense,transition,takedown defense,takedown defense,transition,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0035_w0019_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,0,10,34,Guillotine Attempt,guillotine attempt,35,Triangle Attempt,submission,1780.0,1779.4,-0.6,45,Closed Guard,closed guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0035_w0019_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,0,10,34,Guillotine Attempt,guillotine attempt,35,Triangle Attempt,submission,1780.0,1779.7,-0.3,45,Closed Guard,closed guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0035_w0019_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,0,10,34,Guillotine Attempt,guillotine attempt,35,Triangle Attempt,submission,1780.0,1780.0,0.0,45,Closed Guard,closed guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0035_w0019_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,0,10,34,Guillotine Attempt,guillotine attempt,35,Triangle Attempt,submission,1780.0,1780.3,0.3,45,Closed Guard,closed guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0035_w0019_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,0,10,34,Guillotine Attempt,guillotine attempt,35,Triangle Attempt,submission,1780.0,1780.6,0.6,45,Closed Guard,closed guard,triangle attempt,triangle attempt,submission,triangle attempt,triangle attempt,submission,True,[]
